ApplicationType,BusinessType,City,StateCode,ZipCode,Created,Submitted,InReview,Billed,Paid,UnderInspection,Ready,Issued,Printed,DaysInCreatedStatus,DaysInReview,DaysInBilled,DaysInPaid,DaysInUnderInspection,DaysInReady,DaysInIssued,TotalDaysCreationToPrint_Original,PostalCode,TotalDaysCreationToIssuance_Recalc,TotalDaysCreationToIssuance_Ints,Human_Baseline,PostalCodeStratify,Created_DayOfYear,Created_Month,Created_DayOfMonth,Created_DayOfWeek,Created_Year
Certificate Of Use,Food Service Establishment,Miami,FL,33138,2019-10-04,2019-10-04,2019-10-09,2019-10-09,2019-10-10,2019-10-31,2020-06-25,2020-06-26,2020-07-06,5,0,1,21,238,1,10,276,33138,266 days 00:00:00.000000000,266,105,33138,277,10,4,4,2019
Certificate Of Use,Office,Miami,FL,33131,2019-10-04,2019-10-04,2019-10-04,2019-10-04,2019-10-07,2019-10-11,2019-10-15,2019-10-23,2019-10-24,0,0,3,4,4,8,1,20,33131,19 days 00:00:00.000000000,19,62,33131,277,10,4,4,2019
Certificate Of Use,Office,Miami,FL,33126,2019-10-04,,2019-10-04,2019-10-04,2019-10-05,2019-10-16,2019-10-16,2019-10-16,2019-10-17,0,0,1,11,0,0,1,13,33126,12 days 00:00:00.000000000,12,62,33126,277,10,4,4,2019
Certificate Of Use,Multi Family Housing,Miami,FL,33135,2019-10-07,2019-10-07,2019-10-10,2019-10-10,2019-10-11,2020-01-24,2020-01-24,2020-01-24,2020-01-27,3,0,1,105,0,0,3,112,33135,109 days 00:00:00.000000000,109,156,33135,280,10,7,0,2019
Certificate Of Use,Unknown,Miami,FL,33136,2019-10-07,2019-10-07,2019-10-07,2019-10-07,2019-10-08,2019-10-25,2019-10-29,2019-11-21,2019-11-21,0,0,1,17,4,23,0,45,33136,45 days 00:00:00.000000000,45,413,33136,280,10,7,0,2019
Certificate Of Use,Multi Family Housing,Miami,FL,33130,2019-10-07,2019-10-07,2019-10-08,2019-10-08,2019-10-09,2019-10-16,2019-11-07,2019-11-07,2019-11-15,1,0,1,7,22,0,8,39,33130,31 days 00:00:00.000000000,31,156,33130,280,10,7,0,2019
Certificate Of Use,General Commercial,Miami,FL,33127,2019-10-07,,2019-10-07,2019-10-07,2019-10-08,2020-02-20,2020-02-21,2020-02-21,2020-02-27,0,0,1,135,1,0,6,143,33127,137 days 00:00:00.000000000,137,62,33127,280,10,7,0,2019
Certificate Of Use,Unknown,Miami,FL,33132,2019-10-07,2019-10-07,2019-10-08,2019-10-08,2019-10-09,2019-10-11,2019-10-24,2019-10-24,2019-10-24,1,0,1,2,13,0,0,17,33132,17 days 00:00:00.000000000,17,413,33132,280,10,7,0,2019
Certificate Of Use,Office,Miami,FL,33135,2019-10-07,2019-10-07,2019-10-07,2019-10-07,2019-10-08,2019-11-07,2019-11-25,2019-11-25,2019-12-06,0,0,1,30,18,0,11,60,33135,49 days 00:00:00.000000000,49,62,33135,280,10,7,0,2019
Certificate Of Use,Office,Miami,FL,33137,2019-10-07,2019-10-07,2019-10-10,2019-10-10,2019-10-11,2019-10-16,2019-10-18,2019-10-28,2019-11-04,3,0,1,5,2,10,7,28,33137,21 days 00:00:00.000000000,21,62,33137,280,10,7,0,2019
Certificate Of Use,Office,Miami,FL,33137,2019-10-07,2019-10-07,2019-10-10,2019-10-10,2019-10-11,2019-10-18,2019-10-22,2019-10-30,2019-11-04,3,0,1,7,4,8,5,28,33137,23 days 00:00:00.000000000,23,62,33137,280,10,7,0,2019
Certificate Of Use,Office,Miami,FL,33125,2019-10-07,2019-10-07,2019-10-10,2019-10-10,2019-10-11,2019-10-21,2019-11-06,2019-11-06,2019-11-15,3,0,1,10,16,0,9,39,33125,30 days 00:00:00.000000000,30,62,33125,280,10,7,0,2019
Certificate Of Use,General Commercial,Miami,FL,33132,2019-10-08,2019-10-08,2019-10-08,2019-10-08,2019-10-22,2019-11-01,2019-11-01,2019-11-01,2019-11-04,0,0,14,10,0,0,3,27,33132,24 days 00:00:00.000000000,24,62,33132,281,10,8,1,2019
Certificate Of Use,Unknown,Miami,FL,33131,2019-10-08,,2019-10-08,2019-10-08,2019-10-09,2019-10-29,2019-10-30,2019-10-30,2019-11-04,0,0,1,20,1,0,5,27,33131,22 days 00:00:00.000000000,22,413,33131,281,10,8,1,2019
Certificate Of Use,Office,Miami,FL,33130,2019-10-08,2019-10-08,2019-10-16,2019-10-16,2019-10-17,2019-11-25,2019-12-03,2019-12-18,2019-12-18,8,0,1,39,8,15,0,71,33130,71 days 00:00:00.000000000,71,62,33130,281,10,8,1,2019
Certificate Of Use,General Commercial,Miami,FL,33145,2019-10-08,,2019-10-08,2019-10-08,2019-10-09,2019-10-17,2019-10-17,2019-10-17,2019-10-24,0,0,1,8,0,0,7,16,33145,9 days 00:00:00.000000000,9,62,33145,281,10,8,1,2019
Certificate Of Use,Food Service Establishment,Miami,FL,33127,2019-10-08,2019-10-08,2019-10-09,2019-10-09,2019-10-18,2019-10-25,2019-10-25,2019-10-28,2019-11-04,1,0,9,7,0,3,7,27,33127,20 days 00:00:00.000000000,20,105,33127,281,10,8,1,2019
Certificate Of Use,Office,Miami,FL,33129,2019-10-08,2019-10-08,2019-10-11,2019-10-11,2019-10-12,2019-10-16,2019-10-23,2019-11-18,2019-11-21,3,0,1,4,7,26,3,44,33129,41 days 00:00:00.000000000,41,62,33129,281,10,8,1,2019
Certificate Of Use,Office,Miami,FL,33137,2019-10-08,2019-10-08,2019-10-08,2019-10-08,2019-10-10,2019-10-15,2020-01-10,2020-01-10,2020-01-17,0,0,2,5,87,0,7,101,33137,94 days 00:00:00.000000000,94,62,33137,281,10,8,1,2019
Certificate Of Use,Office,Miami,FL,33133,2019-10-08,2019-10-08,2019-10-08,2019-10-08,2019-10-10,2019-10-17,2019-12-17,2019-12-17,2019-12-18,0,0,2,7,61,0,1,71,33133,70 days 00:00:00.000000000,70,62,33133,281,10,8,1,2019
Certificate Of Use,Community Facility,Miami,FL,33125,2019-10-08,2019-10-08,2019-10-09,2019-10-09,2019-10-10,2019-10-21,2019-10-29,2019-11-26,2019-12-06,1,0,1,11,8,28,10,59,33125,49 days 00:00:00.000000000,49,62,33125,281,10,8,1,2019
Certificate Of Use,Office,Miami,FL,33146,2019-10-08,2019-10-08,2019-10-17,2019-10-17,2019-10-18,2019-10-23,2019-10-25,2019-12-23,2020-01-03,9,0,1,5,2,59,11,87,33146,76 days 00:00:00.000000000,76,62,33146,281,10,8,1,2019
Certificate Of Use,Office,Miami,FL,33146,2019-10-09,2019-10-09,2019-10-09,2019-10-09,2019-10-10,2019-10-16,2019-10-23,2019-10-23,2019-10-24,0,0,1,6,7,0,1,15,33146,14 days 00:00:00.000000000,14,62,33146,282,10,9,2,2019
Certificate Of Use,Office,Miami,FL,33131,2019-10-09,2019-10-09,2019-10-09,2019-10-09,2019-10-10,2019-10-15,2019-10-17,2019-10-23,2019-10-24,0,0,1,5,2,6,1,15,33131,14 days 00:00:00.000000000,14,62,33131,282,10,9,2,2019
Certificate Of Use,General Commercial,Miami,FL,33142,2019-10-09,2019-10-09,2019-10-09,2019-10-09,2019-10-15,2019-11-08,2019-11-08,2019-11-14,2019-11-15,0,0,6,24,0,6,1,37,33142,36 days 00:00:00.000000000,36,62,33142,282,10,9,2,2019
Certificate Of Use,Office,Miami,FL,33130,2019-10-09,2019-10-09,2019-10-09,2019-10-09,2019-10-10,2019-10-15,2019-10-15,2019-10-28,2019-11-04,0,0,1,5,0,13,7,26,33130,19 days 00:00:00.000000000,19,62,33130,282,10,9,2,2019
Certificate Of Use,Auto-Related Commercial Establishment,Miami,FL,33142,2019-10-09,,2019-10-09,2019-10-09,2019-10-10,2019-10-16,2019-10-17,2019-10-30,2019-11-04,0,0,1,6,1,13,5,26,33142,21 days 00:00:00.000000000,21,62,33142,282,10,9,2,2019
Certificate Of Use,General Commercial,Miami,FL,33137,2019-10-09,2019-10-09,2019-10-09,2019-10-09,2019-10-10,2019-10-17,2020-02-20,2020-02-21,2020-02-27,0,0,1,7,126,1,6,141,33137,135 days 00:00:00.000000000,135,62,33137,282,10,9,2,2019
Accessory Of Use,Home Office,Miami,FL,33133,2019-10-09,2019-10-09,2019-10-09,2019-10-09,2019-10-10,2019-10-16,2019-10-16,2019-10-23,2019-10-24,0,0,1,6,0,7,1,15,33133,14 days 00:00:00.000000000,14,28,33133,282,10,9,2,2019
Certificate Of Use,Unknown,Miami,FL,33131,2019-10-09,2019-10-09,2019-10-11,2019-10-11,2019-10-12,2019-10-17,2019-10-21,2019-11-04,2019-11-04,2,0,1,5,4,14,0,26,33131,26 days 00:00:00.000000000,26,413,33131,282,10,9,2,2019
Certificate Of Use,General Commercial,Miami,FL,33127,2019-10-10,,2019-10-10,2019-10-10,2019-10-17,2019-10-17,2019-10-22,2019-10-25,2019-11-04,0,0,7,0,5,3,10,25,33127,15 days 00:00:00.000000000,15,62,33127,283,10,10,3,2019
Certificate Of Use,Food Service Establishment,Miami,FL,33131,2019-10-09,2019-10-09,2019-10-10,2019-10-10,2019-10-11,2019-10-16,2019-10-17,2020-11-02,2020-11-06,1,0,1,5,1,382,4,394,33131,390 days 00:00:00.000000000,390,105,33131,282,10,9,2,2019
Certificate Of Use,Office,Miami,FL,33137,2019-10-09,2019-10-09,2019-10-10,2019-10-10,2019-10-19,2019-11-07,2019-11-12,2019-11-14,2019-11-15,1,0,9,19,5,2,1,37,33137,36 days 00:00:00.000000000,36,62,33137,282,10,9,2,2019
Certificate Of Use,Office,Miami,FL,33134,2019-10-09,2019-10-09,2019-10-11,2019-10-11,2019-10-12,2019-10-16,2019-11-05,2019-11-05,2019-11-15,2,0,1,4,20,0,10,37,33134,27 days 00:00:00.000000000,27,62,33134,282,10,9,2,2019
Certificate Of Use,Office,Miami,FL,33137,2019-10-10,2019-10-10,2019-10-10,2019-10-10,2019-10-15,2019-10-25,2019-10-29,2020-01-15,2020-01-17,0,0,5,10,4,78,2,99,33137,97 days 00:00:00.000000000,97,62,33137,283,10,10,3,2019
Certificate Of Use,Office,Miami,FL,33137,2019-10-10,2019-10-10,2019-10-10,2019-10-10,2019-10-16,2019-10-28,2020-07-30,2020-08-03,2020-08-07,0,0,6,12,276,4,4,302,33137,298 days 00:00:00.000000000,298,62,33137,283,10,10,3,2019
Certificate Of Use,Office,Miami,FL,33137,2019-10-10,,2019-10-10,2019-10-10,2019-10-18,2019-10-29,2019-10-31,2020-06-09,2020-06-11,0,0,8,11,2,222,2,245,33137,243 days 00:00:00.000000000,243,62,33137,283,10,10,3,2019
Certificate Of Use,Unknown,Miami,FL,33125,2019-10-10,,2019-10-10,2019-10-10,2019-10-12,2019-10-25,2020-01-09,2020-01-10,2020-01-17,0,0,2,13,76,1,7,99,33125,92 days 00:00:00.000000000,92,413,33125,283,10,10,3,2019
Certificate Of Use,General Commercial,Miami,FL,33135,2019-10-10,,2019-10-10,2019-10-10,2019-10-11,2019-10-15,2019-10-16,2019-10-16,2019-10-17,0,0,1,4,1,0,1,7,33135,6 days 00:00:00.000000000,6,62,33135,283,10,10,3,2019
Certificate Of Use,Office,Miami,FL,33131,2019-10-10,2019-10-10,2019-10-10,2019-10-10,2019-10-11,2019-10-15,2019-10-17,2019-10-23,2019-10-24,0,0,1,4,2,6,1,14,33131,13 days 00:00:00.000000000,13,62,33131,283,10,10,3,2019
Certificate Of Use,Office,Miami,FL,33130,2019-10-10,2019-10-10,2019-10-18,2019-10-18,2019-10-19,2019-10-31,2019-11-01,2019-12-13,2019-12-18,8,0,1,12,1,42,5,69,33130,64 days 00:00:00.000000000,64,62,33130,283,10,10,3,2019
Certificate Of Use,Unknown,Miami,FL,33137,2019-10-10,2019-10-10,2019-10-11,2019-10-11,2019-10-12,2019-10-18,2019-10-24,2019-11-22,2019-12-06,1,0,1,6,6,29,14,57,33137,43 days 00:00:00.000000000,43,413,33137,283,10,10,3,2019
Certificate Of Use,Multi Family Housing,Miami,FL,33128,2019-10-11,,2019-10-11,2019-10-11,2019-10-12,2019-10-28,2019-11-01,2019-11-13,2019-11-15,0,0,1,16,4,12,2,35,33128,33 days 00:00:00.000000000,33,156,33128,284,10,11,4,2019
Certificate Of Use,Food Service Establishment,Miami,FL,33135,2019-10-11,,2019-10-11,2019-10-11,2019-10-15,2019-11-01,2019-11-05,2019-11-06,2019-11-15,0,0,4,17,4,1,9,35,33135,26 days 00:00:00.000000000,26,105,33135,284,10,11,4,2019
Certificate Of Use,Unknown,Miami,FL,33132,2019-10-11,,2019-10-11,2019-10-11,2019-10-12,2019-10-23,2019-11-05,2019-11-15,2019-11-15,0,0,1,11,13,10,0,35,33132,35 days 00:00:00.000000000,35,413,33132,284,10,11,4,2019
Certificate Of Use,General Commercial,Miami,FL,33132,2019-10-11,2019-10-11,2019-10-15,2019-10-15,2019-10-16,2019-10-28,2019-11-13,2019-11-13,2019-11-15,4,0,1,12,16,0,2,35,33132,33 days 00:00:00.000000000,33,62,33132,284,10,11,4,2019
Accessory Of Use,Home Office,Miami,FL,33133,2019-10-11,2019-10-11,2019-10-11,2019-10-11,2020-10-06,2019-10-11,2019-10-15,2020-01-08,2020-01-17,0,0,361,-361,4,85,9,98,33133,89 days 00:00:00.000000000,89,28,33133,284,10,11,4,2019
Certificate Of Use,Office,Miami,FL,33145,2019-10-11,,2019-10-11,2019-10-11,2019-10-15,2019-10-29,2020-01-02,2020-01-09,2020-01-17,0,0,4,14,65,7,8,98,33145,90 days 00:00:00.000000000,90,62,33145,284,10,11,4,2019
Certificate Of Use,Multi Family Housing,Miami,FL,33133,2019-10-11,2019-10-11,2019-10-15,2019-10-15,2019-10-16,2019-12-04,2019-12-10,2019-12-10,2019-12-18,4,0,1,49,6,0,8,68,33133,60 days 00:00:00.000000000,60,156,33133,284,10,11,4,2019
Certificate Of Use,Multi Family Housing,Miami,FL,33137,2019-10-18,,2019-10-18,2019-10-18,2019-11-05,2019-11-05,2019-12-02,2019-12-03,2019-12-06,0,0,18,0,27,1,3,49,33137,46 days 00:00:00.000000000,46,156,33137,291,10,18,4,2019
Certificate Of Use,Office,Miami,FL,33134,2019-10-11,2019-10-11,2019-10-15,2019-10-15,2019-10-17,2019-10-25,2019-11-15,2019-11-21,2019-11-21,4,0,2,8,21,6,0,41,33134,41 days 00:00:00.000000000,41,62,33134,284,10,11,4,2019
Certificate Of Use,Multi Family Housing,Miami,FL,33133,2019-10-11,2019-10-11,2019-10-15,2019-10-15,2019-10-16,2019-12-04,2019-12-10,2019-12-10,2019-12-18,4,0,1,49,6,0,8,68,33133,60 days 00:00:00.000000000,60,156,33133,284,10,11,4,2019
Certificate Of Use,General Commercial,Miami,FL,33132,2019-10-11,2019-10-11,2019-10-11,2019-10-11,2019-10-15,2019-11-22,2019-11-22,2020-01-10,2020-01-17,0,0,4,38,0,49,7,98,33132,91 days 00:00:00.000000000,91,62,33132,284,10,11,4,2019
Certificate Of Use,General Commercial,Miami,FL,33137,2019-10-11,2019-10-11,2019-10-11,2019-10-11,,2019-10-11,2019-10-18,2019-11-01,,0,0,,,7,14,,,33137,21 days 00:00:00.000000000,21,62,33137,284,10,11,4,2019
Certificate Of Use,General Commercial,Miami,FL,33137,2019-10-14,2019-10-14,2019-10-15,2019-10-15,2019-10-16,2019-10-18,2019-10-18,2019-10-21,2019-10-24,1,0,1,2,0,3,3,10,33137,7 days 00:00:00.000000000,7,62,33137,287,10,14,0,2019
Certificate Of Use,Storage / Distribution Facility,Miami,FL,33142,2019-10-15,,2019-10-15,2019-10-15,2019-10-23,2019-10-24,2019-10-24,2019-10-24,2019-10-24,0,0,8,1,0,0,0,9,33142,9 days 00:00:00.000000000,9,62,33142,288,10,15,1,2019
Certificate Of Use,Storage / Distribution Facility,Miami,FL,33137,2019-10-15,,2019-10-15,2019-10-15,2019-10-16,2019-11-15,2019-11-19,2019-11-19,2019-11-21,0,0,1,30,4,0,2,37,33137,35 days 00:00:00.000000000,35,62,33137,288,10,15,1,2019
Certificate Of Use,Office,Miami,FL,33131,2019-10-15,2019-10-15,2019-10-15,2019-10-15,2019-10-16,2019-10-23,2019-10-24,2019-10-24,2019-10-24,0,0,1,7,1,0,0,9,33131,9 days 00:00:00.000000000,9,62,33131,288,10,15,1,2019
Certificate Of Use,Multi Family Housing,Miami,FL,33130,2019-10-15,2019-10-15,2019-10-15,2019-10-15,2019-10-16,2019-11-05,2019-12-05,2019-12-05,2019-12-06,0,0,1,20,30,0,1,52,33130,51 days 00:00:00.000000000,51,156,33130,288,10,15,1,2019
Certificate Of Use,General Commercial,Miami,FL,33135,2019-10-18,,2019-10-18,2019-10-18,2019-10-19,2019-10-31,2019-11-06,2019-11-07,2019-11-15,0,0,1,12,6,1,8,28,33135,20 days 00:00:00.000000000,20,62,33135,291,10,18,4,2019
Certificate Of Use,Office,Miami,FL,33135,2019-10-15,,2019-10-15,2019-10-15,2019-10-16,2019-10-24,2019-11-22,2019-11-22,2019-12-06,0,0,1,8,29,0,14,52,33135,38 days 00:00:00.000000000,38,62,33135,288,10,15,1,2019
Certificate Of Use,Office,Miami,FL,33145,2019-10-15,2019-10-15,2019-10-15,2019-10-15,2019-10-16,2019-10-16,2019-10-24,2019-10-24,2019-10-24,0,0,1,0,8,0,0,9,33145,9 days 00:00:00.000000000,9,62,33145,288,10,15,1,2019
Certificate Of Use,Food Service Establishment,Miami,FL,33145,2019-10-15,,2019-10-15,2019-10-15,2019-10-25,2019-10-31,2019-11-01,2019-11-01,2019-11-04,0,0,10,6,1,0,3,20,33145,17 days 00:00:00.000000000,17,105,33145,288,10,15,1,2019
Certificate Of Use,General Commercial,Miami,FL,33137,2019-10-15,2019-10-15,2019-10-16,2019-10-16,2019-10-31,2019-11-03,2019-11-05,2019-11-06,2019-11-15,1,0,15,3,2,1,9,31,33137,22 days 00:00:00.000000000,22,62,33137,288,10,15,1,2019
Certificate Of Use,Office,Miami,FL,33137,2019-10-15,2019-10-15,2019-10-18,2019-10-18,2019-10-21,2019-11-03,2019-11-27,2019-11-27,2019-12-06,3,0,3,13,24,0,9,52,33137,43 days 00:00:00.000000000,43,62,33137,288,10,15,1,2019
Certificate Of Use,Office,Miami,FL,33132,2019-10-15,2019-10-15,2019-10-16,2019-10-16,2019-10-17,2019-10-21,2019-10-23,2019-10-23,2019-10-24,1,0,1,4,2,0,1,9,33132,8 days 00:00:00.000000000,8,62,33132,288,10,15,1,2019
Certificate Of Use,Office,Miami,FL,33137,2019-10-15,2019-10-15,2019-10-21,2019-10-21,2019-10-22,2019-11-03,2019-11-05,2019-11-20,2019-11-21,6,0,1,12,2,15,1,37,33137,36 days 00:00:00.000000000,36,62,33137,288,10,15,1,2019
Certificate Of Use,Food Service Establishment,Miami,FL,33137,2019-10-16,2019-10-16,2019-10-23,2019-10-23,2019-10-24,2019-10-31,2019-11-05,2020-01-31,2020-02-06,7,0,1,7,5,87,6,113,33137,107 days 00:00:00.000000000,107,105,33137,289,10,16,2,2019
Certificate Of Use,Food Service Establishment,Miami,FL,33137,2019-10-16,,2020-10-26,2020-10-26,2020-10-27,2020-11-19,2020-12-11,2020-12-14,2020-12-18,376,0,1,23,22,3,4,429,33137,425 days 00:00:00.000000000,425,105,33137,289,10,16,2,2019
Certificate Of Use,Office,Miami,FL,33130,2019-10-16,2019-10-16,2019-10-16,2019-10-16,2019-10-23,2019-11-06,2019-11-14,2019-11-15,2019-11-15,0,0,7,14,8,1,0,30,33130,30 days 00:00:00.000000000,30,62,33130,289,10,16,2,2019
Certificate Of Use,Office,Miami,FL,33135,2019-10-17,,2019-10-17,2019-10-17,2019-10-18,2019-11-07,2019-11-07,2019-11-07,2019-11-15,0,0,1,20,0,0,8,29,33135,21 days 00:00:00.000000000,21,62,33135,290,10,17,3,2019
Certificate Of Use,Unknown,Miami,FL,33131,2019-10-16,2019-10-16,2019-10-18,2019-10-18,2019-10-19,2019-10-21,2019-10-21,2019-10-21,2019-10-24,2,0,1,2,0,0,3,8,33131,5 days 00:00:00.000000000,5,413,33131,289,10,16,2,2019
Certificate Of Use,General Commercial,Miami,FL,33137,2019-10-17,2019-10-17,2019-10-17,2019-10-17,2020-10-01,2019-10-17,2019-11-14,2019-12-17,2019-12-18,0,0,350,-350,28,33,1,62,33137,61 days 00:00:00.000000000,61,62,33137,290,10,17,3,2019
Certificate Of Use,General Commercial,Miami,FL,33132,2019-10-17,,2019-10-17,2019-10-17,2019-10-18,2019-10-22,2019-11-13,2019-11-13,2019-11-15,0,0,1,4,22,0,2,29,33132,27 days 00:00:00.000000000,27,62,33132,290,10,17,3,2019
Certificate Of Use,General Commercial,Miami,FL,33132,2019-10-17,,2019-10-17,2019-10-17,2019-10-18,2019-11-06,2020-02-25,2020-02-25,2020-02-27,0,0,1,19,111,0,2,133,33132,131 days 00:00:00.000000000,131,62,33132,290,10,17,3,2019
Certificate Of Use,Unknown,Miami,FL,33135,2019-10-17,,2019-10-17,2019-10-17,2019-10-28,2019-11-05,2019-11-13,2019-11-13,2019-11-15,0,0,11,8,8,0,2,29,33135,27 days 00:00:00.000000000,27,413,33135,290,10,17,3,2019
Certificate Of Use,General Commercial,Miami,FL,33138,2019-10-17,,2019-10-17,2019-10-17,2019-11-06,2019-11-07,2019-11-08,2019-11-08,2019-11-15,0,0,20,1,1,0,7,29,33138,22 days 00:00:00.000000000,22,62,33138,290,10,17,3,2019
Certificate Of Use,General Commercial,Miami,FL,33130,2019-10-17,,2019-10-17,2019-10-17,2019-10-22,2019-12-30,2019-12-30,2019-12-30,2020-01-03,0,0,5,69,0,0,4,78,33130,74 days 00:00:00.000000000,74,62,33130,290,10,17,3,2019
Certificate Of Use,General Commercial,Miami,FL,33132,2019-10-17,2019-10-17,2019-10-17,2019-10-17,2019-10-18,2019-10-22,2019-10-23,2019-10-23,2019-10-24,0,0,1,4,1,0,1,7,33132,6 days 00:00:00.000000000,6,62,33132,290,10,17,3,2019
Certificate Of Use,General Commercial,Miami,FL,33127,2019-10-17,2019-10-17,2019-10-17,2019-10-17,2019-10-21,2019-11-05,2019-11-05,2019-11-05,2019-11-15,0,0,4,15,0,0,10,29,33127,19 days 00:00:00.000000000,19,62,33127,290,10,17,3,2019
Certificate Of Use,Office,Miami,FL,33130,2019-10-17,2019-10-17,2019-10-24,2019-10-24,2019-10-28,2019-11-14,2019-12-05,2019-12-05,2019-12-06,7,0,4,17,21,0,1,50,33130,49 days 00:00:00.000000000,49,62,33130,290,10,17,3,2019
Certificate Of Use,Office,Miami,FL,33133,2019-10-17,2019-10-17,2019-10-18,2019-10-18,2019-10-19,2019-10-24,2019-11-22,2019-11-22,2019-12-06,1,0,1,5,29,0,14,50,33133,36 days 00:00:00.000000000,36,62,33133,290,10,17,3,2019
Certificate Of Use,General Commercial,Miami,FL,33132,2019-10-17,2019-10-17,2019-10-24,2019-10-24,2019-10-25,2019-10-28,2019-10-30,2019-11-12,2019-11-15,7,0,1,3,2,13,3,29,33132,26 days 00:00:00.000000000,26,62,33132,290,10,17,3,2019
Certificate Of Use,Office,Miami,FL,33127,2019-10-17,2019-10-17,2019-10-18,2019-10-18,2019-10-29,2019-10-29,2019-10-30,2019-10-30,2019-11-04,1,0,11,0,1,0,5,18,33127,13 days 00:00:00.000000000,13,62,33127,290,10,17,3,2019
Certificate Of Use,Unknown,Miami,FL,33131,2019-10-17,2019-10-17,2019-10-23,2019-10-23,2019-10-24,2019-10-28,2019-11-04,2019-12-18,2020-10-16,6,0,1,4,7,44,303,365,33131,62 days 00:00:00.000000000,62,413,33131,290,10,17,3,2019
Certificate Of Use,Unknown,MIAMI,FL,331425421,2013-08-20,,,,2013-12-18,,,2017-02-28,2017-03-01,,,,,,,1,1289,33142,1288 days 00:00:00.000000000,1288,413,33142,232,8,20,1,2013
Certificate Of Use,Unknown,MIAMI,FL,331362104,2013-08-20,,,,2014-10-01,,,2017-05-09,2017-05-12,,,,,,,3,1361,33136,1358 days 00:00:00.000000000,1358,413,33136,232,8,20,1,2013
Certificate Of Use,Unknown,MIAMI,FL,331451032,2013-08-20,,,,2018-04-17,,,2018-04-17,2018-04-25,,,,,,,8,1709,33145,1701 days 00:00:00.000000000,1701,413,33145,232,8,20,1,2013
Certificate Of Use,Unknown,MIAMI,FL,331502902,2013-08-20,,,,2017-02-10,,,2017-02-23,2017-03-01,,,,,,,6,1289,33150,1283 days 00:00:00.000000000,1283,413,33150,232,8,20,1,2013
Certificate Of Use,Unknown,MIAMI,FL,331383600,2013-08-20,,,,2018-02-12,,,2018-04-02,2018-04-13,,,,,,,11,1697,33138,1686 days 00:00:00.000000000,1686,413,33138,232,8,20,1,2013
Certificate Of Use,General Commercial,Miami,FL,33147,2020-09-09,2020-09-09,2020-09-16,2020-09-16,2020-09-17,2020-10-28,2020-11-04,2020-11-04,2020-11-06,7,0,1,41,7,0,2,58,33147,56 days 00:00:00.000000000,56,62,33147,253,9,9,2,2020
Certificate Of Use,General Commercial,Miami,FL,33135,2020-09-09,2020-09-09,2020-09-11,2020-09-11,2020-09-21,2020-10-20,2020-11-03,2020-11-05,2020-11-06,2,0,10,29,14,2,1,58,33135,57 days 00:00:00.000000000,57,62,33135,253,9,9,2,2020
Certificate Of Use,Office,Miami,FL,33144,2020-09-10,2020-09-10,2020-09-10,2020-09-10,2020-10-29,2020-11-05,2020-11-06,2020-11-13,2020-11-13,0,0,49,7,1,7,0,64,33144,64 days 00:00:00.000000000,64,62,33144,254,9,10,3,2020
Certificate Of Use,Office,Miami,FL,33142,2020-09-11,2020-09-11,2020-09-18,2020-09-18,2020-09-22,2020-12-18,2020-12-18,2020-12-28,2021-01-08,7,0,4,87,0,10,11,119,33142,108 days 00:00:00.000000000,108,62,33142,255,9,11,4,2020
Certificate Of Use,General Commercial,Miami,FL,33127,2020-09-11,2020-09-11,2020-09-14,2020-09-14,2020-09-15,2020-09-23,2020-09-28,2020-12-07,2020-12-11,3,0,1,8,5,70,4,91,33127,87 days 00:00:00.000000000,87,62,33127,255,9,11,4,2020
Certificate Of Use,Office,Miami,FL,33129,2020-09-11,2020-09-11,2020-09-11,2020-09-11,2020-09-15,2020-10-19,2020-11-02,2020-11-02,2020-11-06,0,0,4,34,14,0,4,56,33129,52 days 00:00:00.000000000,52,62,33129,255,9,11,4,2020
Certificate Of Use,Office,Miami,FL,33133,2020-09-11,2020-09-11,2020-09-11,2020-09-11,2020-09-16,2020-09-22,2020-10-14,2020-10-19,2020-10-23,0,0,5,6,22,5,4,42,33133,38 days 00:00:00.000000000,38,62,33133,255,9,11,4,2020
Certificate Of Use,General Commercial,Miami,FL,33137,2020-09-12,2020-09-12,2020-09-14,2020-09-14,2020-09-15,2020-09-18,2020-09-23,2020-12-02,2020-12-04,2,0,1,3,5,70,2,83,33137,81 days 00:00:00.000000000,81,62,33137,256,9,12,5,2020
Certificate Of Use,Office,Miami,FL,33145,2020-09-13,2020-09-13,2020-09-14,2020-09-14,2020-09-15,2020-09-17,2020-09-18,2020-09-21,2020-09-30,1,0,1,2,1,3,9,17,33145,8 days 00:00:00.000000000,8,62,33145,257,9,13,6,2020
Certificate Of Use,Food Service Establishment,Miami,FL,33135,2020-09-14,2020-09-14,2020-09-21,2020-09-21,2020-09-23,2020-10-09,2020-10-13,2020-10-13,2020-10-16,7,0,2,16,4,0,3,32,33135,29 days 00:00:00.000000000,29,105,33135,258,9,14,0,2020
Certificate Of Use,Food Service Establishment,Miami,FL,33137,2020-09-14,2020-09-14,2020-09-14,2020-09-14,2020-09-15,2020-10-27,2020-11-03,2020-12-17,2020-12-18,0,0,1,42,7,44,1,95,33137,94 days 00:00:00.000000000,94,105,33137,258,9,14,0,2020
